,PaperID,Title,FieldsOfStudy,FieldsOfStudy_s2,Journal
9342,adbabe4a1b30a7d335fda07f04d9f3e4408861d1,Gender dynamics in digital health: overcoming blind spots and biases to seize opportunities and responsibilities for transformative health systems,"['Sociology', 'Medicine']","[{'category': 'Sociology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}]","{'name': 'Journal of Public Health (Oxford, England)', 'pages': 'ii6 - ii11', 'volume': '40'}"
9343,efae136cbc41df5f3ee3a6831722675cffd6297c,Inequality between biases in face memory: Event-related potentials reveal dissociable neural correlates of own-race and own-gender biases,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Cortex', 'pages': '119-135', 'volume': '101'}"
9344,74edf1fcb3606feee7db19e375a4eee501f6d84c,Investigating gender differences in OpenStreetMap activities in Malawi: a small case-study,,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}]",
9345,1b90cfea162db49e17f4180545134b79ce92bdaf,Gender-Biased Expectations of Altruism in Adolescents,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Frontiers in Psychology', 'volume': '9'}"
9346,2beaf58c10a785b722859a5ffb2de1f6563184e3,The Gender-Biased Effects of Intranasal MPTP Administration on Anhedonic- and Depressive-Like Behaviors in C57BL/6 Mice: the Role of Neurotrophic Factors,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Neurotoxicity Research', 'pages': '808-819', 'volume': '34'}"
9347,7c76a911cfd1aa8f6878787c2296e42b52419b05,Explaining the Gender Gap in Waiting Times for Scheduled Surgery in the Portuguese National Health Service,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]","{'name': 'Portuguese Journal of Public Health', 'pages': '3 - 10', 'volume': '39'}"
9348,0278198ad666b2b894cdd2d0b40832c3a0cb8a2f,Impact of Socio-cultural Factors for Gender Pay Gap among Agricultural Labourers in Sri Lanka,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'American Scientific Research Journal for Engineering, Technology, and Sciences', 'pages': '274-284', 'volume': '39'}"
9349,c64c29f17eaa012194c5bf57533a2e7a683c1732,8. Gender Bias and Marine Mammal Tourism Research,['Geography'],"[{'category': 'Geography', 'source': 'external'}]",{'name': 'Femininities in the Field'}
9350,a04fa50bc08b1e2be0c6420f8439b02539c649d1,Gender Bias in Nursing Assessment of Emergency Medicine Residents,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': '', 'volume': '19'}"
9351,d070d5400c2f71d99b33a77cfc5c98dda6fbfedb,Do women ask for lower salaries? The supply side of the gender pay gap,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9352,6f0042a75be041ff4efcf26eab4ed7f4cdf39044,"Comparison of diurnal variations, gestational age and gender related differences in fetal heart rate (FHR) parameters between appropriate-for-gestational-age (AGA) and small-for-gestational-age (SGA) fetuses in the home environment",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'PLoS ONE', 'volume': '13'}"
9353,9e769fa323ba06441b17246bcbea512a65208006,Selective matching: gender gap and network formation in research,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9354,7deaaed234b92ca9b5c06ec067040df2f4f3f240,Gender Bias in the Classroom: Strategies for Instructors that Tackle Sexism and Gender Bias,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",{'name': 'Teaching Innovation Projects'}
9355,8644cfc4f23565ec25922699f8492a6f0e0dc97e,Non-Systemic Factors Underlying Rapid Change in Gender-Biased Media Framing of Female Politicians,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}]",{'name': 'The Psychology of Political Communicators'}
9356,aa6af08891a716d124b0e329b71cd9d710d84df2,Gender Bias: An Undesirable Challenge in Health Professions and Health Care,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",{'name': 'Diversity and Inclusion in Quality Patient Care'}
9357,7eabed8720323d05af7aaaf37854a9f56e46d098,Potential gender remuneration gaps in anesthesiology,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': ""Canadian Journal of Anesthesia/Journal canadien d'anesthésie"", 'pages': '470-471', 'volume': '66'}"
9358,a42ff3fac62e132df459cf2779bb491cea653f44,Gender Bias in Public Perceptions of Sex Offender Sentencing,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9359,a56ea20bb404b6b42357ef72b5fbb47b1fcfe1c1,Management gender composition and the gender pay gap: Evidence from British panel data,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Gender, Work & Organization'}"
9360,04b90a695b784254b1421faef6e24d2913c46327,The Social Research on the Experience of Unconscious Gender Bias.,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': '', 'volume': '2018'}"
9361,0ef9d44e0ef954825c6f47f00e3c1c0d532dd686,Gender matters: Cures for bias,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}]",{'name': 'Physics Today'}
9362,7a56f40ef9f66dd16195f169b6c5325e58001b3b,Guides: Equity and Diversity: Gender Bias,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9363,dbf3471098da46c4b051c2f2882ab0971f6b3835,Gender bias when interacting with avatars,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}]",{'name': 'International Journal of Psychophysiology'}
9364,584245663915281fb340bcc37529c4d8d79e37a5,The Gender Gaps in Identity and Political Attitudes among American Indians,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Politics & Gender', 'pages': '186 - 207', 'volume': '14'}"
9365,3336ce583f4c9eb4a5143c683e6a3288edc81c12,Is the BJ Review Process Gender-Biased?,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]","{'name': 'Biophysical journal', 'pages': '\n          E1\n        ', 'volume': '114 5'}"
9366,22e11c4ed7aefe6ac0f733c9c048ed56bef367ff,Gender bias in PPA data and materials,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}]","{'name': '', 'volume': ''}"
9367,6bcb5e1d05c4c07a23aae2341b87d914fb7d16a8,Gender Differences in Mohs Micrographic Surgery,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': '', 'pages': '267-270', 'volume': ''}"
9368,9b9fab530c75d4492e7b63ba7d0bbbebcdeaaa4c,An Investigation of Gender Bias in a Career Assessment for a STEM Field,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9369,d381908b62a0b5f01adb9a23552e386e2278e11e,Disparities in Outcomes from Gender-Based Biases,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}]","{'name': '', 'volume': ''}"
9370,92dbcb98de8138930af10c8381bac421cc6b097f,Sex Misclassification in the BRFSS and its Implications for Assessing Transgender and Gender Nonconforming Reproductive Health: A Quantitative Bias Analysis,,"[{'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]",
9371,38f44144ed2f54c20ae317fd72f2e0f3e94bc98c,Library guides: Gender equity: Unconscious bias,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}]","{'name': '', 'volume': ''}"
9372,bb83a810c0c9cf709ec40165b17f95984ea9773f,Elderly Fathers in Russia after Divorce: Gender Differences in the Intergenerational Transfers,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Gender Questions'}
9373,336ec105857a40ec6ad0fd522f085a7cd11b3690,Transparency and the gender pay gap,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'The Gender Pay Gap and Social Partnership in Europe'}
9374,114b1fd12727b0a59e4adea8078dd239732178d3,Gender and strain dependent differences in intestinal immunology correlate with differences in microbiota composition (colon),['Biology'],"[{'category': 'Biology', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9375,7f963291397d7a0304a624a6c02690bcce3178be,The “Gender Bias Debate” in Feminist Epistemology: How to Handle Biases,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': '', 'pages': '101-105', 'volume': ''}"
9376,76915af7336c3c5af3f2d917627f90a03b3a3fb5,Identifying Gender Biases in Islamic Legal Literature: An Examination of Analogical Arguments to Prohibit Women from Leading Prayer,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}]","{'name': '', 'pages': '49-49', 'volume': '24'}"
9377,1d4fd8f72758f3b5ef1534177786a37a5f1a0495,Isolation and Onboarding: Gender Bias in Aviation Training Documents,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}]","{'name': '', 'volume': ''}"
9378,d1c1b0420a40916eb0cb63ef75c02f69a69bbfcd,P108 Exploring the molecular basis of gender bias in systemic lupus erythematosus (SLE),['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Annals of the Rheumatic Diseases', 'pages': 'A59 - A59', 'volume': '77'}"
9379,b6e14a0ccc531ca79777aa73129fc003258583ee,"National frameworks and the gender pay gap in Italy, Poland and the UK",['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'The Gender Pay Gap and Social Partnership in Europe'}
9380,bc21778f071f341cd4fa1fbc05e441ba6b145135,Gender Bias in Availability of School Education in Villages - A Study of Kalisindh Thermal Power Project,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Journal of emerging technologies and innovative research', 'volume': ''}"
9381,a5737d5cfe6ad9c42d9497fcda4ecde47d300f28,"Gender Bias in Public Relations: Comparing Women and Men Interpretation on Gender and Power, How It Leads to Job Satisfaction Level in Workplace",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9382,d948e37af10c7a40ab9bf82a4e133b573b8e1332,Parents’ Gender Stereotypical Biases towards their Children May Be Negatively Affecting Their Son’s Involvement as a Father with His Children,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'volume': '6'}"
9383,f3912a8f2d0ac6a9200233322ed1cb827296e9f1,'Come out and fight like a woman':Gender Differences in Violent Behaviour,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}]",{'name': 'Gender Perceptions and the Law'}
9384,4fb2f3f659f0f91707e88565aaa374c618054f5c,Is cricket a gender biased game? India in relation to the world,['History'],"[{'category': 'History', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9385,98656c31e309ab76cbeef2176be533970f54ac68,"An assessment tool to determine the appropriateness of engineering design projects for gender bias, ambiguity, and major relatedness",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Engineering', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9386,2ff95272005f9a04fcfdad3c205e266f319b644e,Gender difference in the association and presentation of visual hallucinations in dementia with Lewy bodies: statistical and methodological issues,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'International Journal of Geriatric Psychiatry', 'pages': '432', 'volume': '33'}"
9387,e731ec87023b8db948e66ae427b5544e7fdf8e1f,A vicious circle of gender bias has meant differences between men's and women's scholarly productivity have not changed since the 1960s,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9388,07aeaa0eb186dde8826474f895363e615fab82c8,"Women who butcher: gender bias, knowledge politics, and solidarity in meat processing systems",['Sociology'],"[{'category': 'Sociology', 'source': 'external'}]","{'name': '', 'volume': ''}"
9389,26f223631389ac816868fd3f1421c147487ceff9,"Alison Rose. Antisemitism, Gender Bias, and the “Hervay Affair” of 1904: Bigotry in the Austrian Alps.",['History'],"[{'category': 'History', 'source': 'external'}]",{'name': 'The American Historical Review'}
9390,c1f8b0a5be257ded3027f885a9f7a5cf9bf8d174,Women on the Rise: A Single-Sex Leadership Development Program and Its Potential Impact on the Gender Gap in Independent School Leadership,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9391,df20bf012881c6bb3783f53c187f771052ccf5e1,74 Cardiovascular risk factors and comorbidities in health care workers – is there a gender difference?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Occupational and Environmental Medicine', 'pages': 'A346 - A346', 'volume': '75'}"
