Title,female,male,authors_nr,female_nr,male_nr,participation_f,participation_m,Title,Year,auhtors_nr_cat,authors_nr_cat
Is the Japanese Monarchy in Crisis Due to Its Gender Bias?,1.0,0.0,1,1,0,1,0,Is the Japanese Monarchy in Crisis Due to Its Gender Bias?,2020,1,1
Is the US Gender Gap in Depression Changing Over Time? A Meta-Regression,0.6,0.4,5,3,2,1,1,Is the US Gender Gap in Depression Changing Over Time? A Meta-Regression,2021,5-10,5-10
Is the difference in outcome between men and women treated by primary percutaneous coronary intervention age dependent? Gender difference in STEMI stratified on age,0.5,0.5,6,3,3,1,1,Is the difference in outcome between men and women treated by primary percutaneous coronary intervention age dependent? Gender difference in STEMI stratified on age,2013,5-10,5-10
Is the pay of medical specialists in New Zealand gender biased?,1.0,0.0,2,2,0,1,0,Is the pay of medical specialists in New Zealand gender biased?,2019,2,2
Is there Gender Bias in Key Stage 3 Science Textbooks?: Content Analysis Using the Gender Bias 14 (GB14) Measurement Tool,1.0,0.0,2,2,0,1,0,Is there Gender Bias in Key Stage 3 Science Textbooks?: Content Analysis Using the Gender Bias 14 (GB14) Measurement Tool,2017,2,2
Is there Gender Bias in Key Stage 3 Textbooks ? : Content Analysis using the Gender Bias 14 ( GB 14 ) Measurement Tool The Advanced Journal of Professional Practice,1.0,0.0,2,2,0,1,0,Is there Gender Bias in Key Stage 3 Textbooks ? : Content Analysis using the Gender Bias 14 ( GB 14 ) Measurement Tool The Advanced Journal of Professional Practice,2019,2,2
Is there Gender bias and stereotype in Portuguese Word Embeddings?,0.33,0.67,3,1,2,1,1,Is there Gender bias and stereotype in Portuguese Word Embeddings?,2018,3,3
Is there a Gender Gap in the Novelty of Creative Products?,0.25,0.75,4,1,3,1,1,Is there a Gender Gap in the Novelty of Creative Products?,2018,4,4
Is there a gender bias in intergenerational mobility? Evidence from Cameroon,0.5,0.5,2,1,1,1,1,Is there a gender bias in intergenerational mobility? Evidence from Cameroon,2020,2,2
Is there a gender bias in recommendations for further rehabilitation in primary care of patients with chronic pain after an interdisciplinary team assessment?,1.0,0.0,6,6,0,1,0,Is there a gender bias in recommendations for further rehabilitation in primary care of patients with chronic pain after an interdisciplinary team assessment?,2015,5-10,5-10
Is there a gender bias in the advancement to SAGES leadership?,0.5,0.5,6,3,3,1,1,Is there a gender bias in the advancement to SAGES leadership?,2020,5-10,5-10
Is there a gender difference in anatomic features of incisive canal and maxillary environmental bone?,0.2,0.8,5,1,4,1,1,Is there a gender difference in anatomic features of incisive canal and maxillary environmental bone?,2012,5-10,5-10
Is there a gender difference in antidiuretic response to desmopressin in children,0.5,0.5,4,2,2,1,1,Is there a gender difference in antidiuretic response to desmopressin in children,2013,4,4
"Is there a gender difference in customer satisfaction? findings of an empirical study at Lulu shopping mall, Kerala",1.0,0.0,2,2,0,1,0,"Is there a gender difference in customer satisfaction? findings of an empirical study at Lulu shopping mall, Kerala",2014,2,2
Is there a gender difference in scientific collaboration? A scientometric examination of co-authorships among industrial–organizational psychologists,0.0,1.0,2,0,2,0,1,Is there a gender difference in scientific collaboration? A scientometric examination of co-authorships among industrial–organizational psychologists,2016,2,2
Is there a gender difference in STEM students' perceived employability?,0.5,0.5,4,2,2,1,1,Is there a gender difference in STEM students' perceived employability?,2022,4,4
Is there a gender gap in CEO compensation,0.33,0.67,3,1,2,1,1,Is there a gender gap in CEO compensation,2012,3,3
Is there a gender gap? A meta-analysis of the gender differences in students' ICT literacy,0.5,0.5,2,1,1,1,1,Is there a gender gap? A meta-analysis of the gender differences in students' ICT literacy,2019,2,2
Is there a gender pay gap in the Brazilian judiciary?,0.0,1.0,1,0,1,0,1,Is there a gender pay gap in the Brazilian judiciary?,2022,1,1
Is there a light at the end of the gender inequality tunnel?,1.0,0.0,2,2,0,1,0,Is there a light at the end of the gender inequality tunnel?,2021,2,2
Is there any gender/race bias in hep-lat primary publication? Machine-Learning Evaluation of Author Ethnicity and Gender,1.0,0.0,1,1,0,1,0,Is there any gender/race bias in hep-lat primary publication? Machine-Learning Evaluation of Author Ethnicity and Gender,2021,1,1
Is there any gender‐specific difference in the cut‐off values of ankylosing spondylitis disease activity score in patients with axial spondyloarthritis?,0.0,1.0,1,0,1,0,1,Is there any gender‐specific difference in the cut‐off values of ankylosing spondylitis disease activity score in patients with axial spondyloarthritis?,2017,1,1
Is there gender bias in HIV cure research? A case study of female representation at the 2015 HIV Persistence Workshop,1.0,0.0,3,3,0,1,0,Is there gender bias in HIV cure research? A case study of female representation at the 2015 HIV Persistence Workshop,2016,3,3
Is there gender bias in critical care?,1.0,0.0,1,1,0,1,0,Is there gender bias in critical care?,2012,1,1
Is there gender bias in research grant success in social sciences?: Hong Kong as a case study,0.5,0.5,2,1,1,1,1,Is there gender bias in research grant success in social sciences?: Hong Kong as a case study,2020,2,2
Is there gender bias in reviewer selection and publication success rates for the New Zealand Journal of Ecology,0.8,0.2,5,4,1,1,1,Is there gender bias in reviewer selection and publication success rates for the New Zealand Journal of Ecology,2014,5-10,5-10
Is there gender bias in the assessment of advertising creativity,0.33,0.67,3,1,2,1,1,Is there gender bias in the assessment of advertising creativity,2012,3,3
Is there gender bias in the peer-review process in several Elsevier's marine journals?,0.0,1.0,1,0,1,0,1,Is there gender bias in the peer-review process in several Elsevier's marine journals?,2015,1,1
Is there gender bias when creative directors judge advertising? Name cue effect in ad evaluation,0.25,0.75,4,1,3,1,1,Is there gender bias when creative directors judge advertising? Name cue effect in ad evaluation,2016,4,4
Is there gender gap unequivocally? Evidence from research output 1958–2008,0.0,1.0,2,0,2,0,1,Is there gender gap unequivocally? Evidence from research output 1958–2008,2017,2,2
Is there less gender inequality in the service sector? The gender wage-gap in knowledge-intensive services,0.33,0.67,3,1,2,1,1,Is there less gender inequality in the service sector? The gender wage-gap in knowledge-intensive services,2015,3,3
Is there still gender bias in nursing research? An update,1.0,0.0,2,2,0,1,0,Is there still gender bias in nursing research? An update,2013,2,2
Islam and Support for Gender Inequality among Women in Turkey,0.67,0.33,3,2,1,1,1,Islam and Support for Gender Inequality among Women in Turkey,2018,3,3
Isometric torso muscle endurance profiles in adolescents aged 15–18: normative values for age and gender differences,0.0,1.0,3,0,3,0,1,Isometric torso muscle endurance profiles in adolescents aged 15–18: normative values for age and gender differences,2014,3,3
It Pays to Be Happy (If You are a Man): Subjective Wellbeing and the Gender Wage Gap in Urban China,0.0,1.0,2,0,2,0,1,It Pays to Be Happy (If You are a Man): Subjective Wellbeing and the Gender Wage Gap in Urban China,2014,2,2
"It Takes Two: A Literature Review on the Gendered Biases of HIV in South Africa and Pathway’s to Acceptance: Understanding Male Experience’s with HIV in Cape Town, South Africa",1.0,0.0,1,1,0,1,0,"It Takes Two: A Literature Review on the Gendered Biases of HIV in South Africa and Pathway’s to Acceptance: Understanding Male Experience’s with HIV in Cape Town, South Africa",2017,1,1
It takes a village - overcoming gender-biased mentorship in academia,0.83,0.17,6,5,1,1,1,It takes a village - overcoming gender-biased mentorship in academia,2020,5-10,5-10
It's Not Just for Boys! Understanding Gender Differences in Stem,0.5,0.5,2,1,1,1,1,It's Not Just for Boys! Understanding Gender Differences in Stem,2019,2,2
It's Not What You Think: Gender Bias in Information about Fortune 1000 CEOs on Wikipedia,0.33,0.67,3,1,2,1,1,It's Not What You Think: Gender Bias in Information about Fortune 1000 CEOs on Wikipedia,2016,3,3
It's a Man's Job: Income and the Gender Gap in Industrial Research,0.5,0.5,2,1,1,1,1,It's a Man's Job: Income and the Gender Gap in Industrial Research,2017,2,2
It's a Man's Wikipedia? Assessing Gender Inequality in an Online Encyclopedia,0.25,0.75,4,1,3,1,1,It's a Man's Wikipedia? Assessing Gender Inequality in an Online Encyclopedia,2015,4,4
"It's education, not gender: A research note on the determinants of an anchoring bias in experimental WTA elicitations",1.0,0.0,2,2,0,1,0,"It's education, not gender: A research note on the determinants of an anchoring bias in experimental WTA elicitations",2017,2,2
"Italian Political Communication and Gender Bias: Press Representations of Men/Women Presidents of the Houses of Parliament (1979, 1994, and 2013)",1.0,0.0,2,2,0,1,0,"Italian Political Communication and Gender Bias: Press Representations of Men/Women Presidents of the Houses of Parliament (1979, 1994, and 2013)",2016,2,2
Item Format Gender Bias: New Evidence and Considerations for State Accountability Testing,0.0,1.0,1,0,1,0,1,Item Format Gender Bias: New Evidence and Considerations for State Accountability Testing,2022,1,1
"Item type, occlusion, and gender differences in mental rotation",0.67,0.33,3,2,1,1,1,"Item type, occlusion, and gender differences in mental rotation",2016,3,3
Iterative adversarial removal of gender bias in pretrained word embeddings,0.0,1.0,4,0,4,0,1,Iterative adversarial removal of gender bias in pretrained word embeddings,2022,4,4
It’s All in the Name: Mitigating Gender Bias with Name-Based Counterfactual Data Substitution,0.5,0.5,4,2,2,1,1,It’s All in the Name: Mitigating Gender Bias with Name-Based Counterfactual Data Substitution,2019,4,4
It’s a man’s world; right? How women’s opinions about gender inequality affect physiological responses in men,0.75,0.25,4,3,1,1,1,It’s a man’s world; right? How women’s opinions about gender inequality affect physiological responses in men,2022,4,4
I’ll take the check!: a longitudinal replication analysis of gender biases in bill placement from restaurant servers,0.5,0.5,2,1,1,1,1,I’ll take the check!: a longitudinal replication analysis of gender biases in bill placement from restaurant servers,2021,2,2
"JPP Student Journal Club Commentary: When Adults Evaluate a Child's Pain: Considering Study Methodology, Gender Bias and Parental Experience",1.0,0.0,1,1,0,1,0,"JPP Student Journal Club Commentary: When Adults Evaluate a Child's Pain: Considering Study Methodology, Gender Bias and Parental Experience",2019,1,1
Jackpot? Gender Differences in the Effects of Lottery Wins on Separation,0.0,1.0,1,0,1,0,1,Jackpot? Gender Differences in the Effects of Lottery Wins on Separation,2012,1,1
Japanese Gender Role Expectations and Attitudes: A Qualitative Analysis of Gender Inequality,1.0,0.0,1,1,0,1,0,Japanese Gender Role Expectations and Attitudes: A Qualitative Analysis of Gender Inequality,2019,1,1
Japanese Perceptions of Argentine Tango: Cultural and Gender Differences,1.0,0.0,1,1,0,1,0,Japanese Perceptions of Argentine Tango: Cultural and Gender Differences,2012,1,1
Jealousy and Violence in Dating Relationships: Gender-Related Differences among a Spanish Sample,1.0,0.0,3,3,0,1,0,Jealousy and Violence in Dating Relationships: Gender-Related Differences among a Spanish Sample,2014,3,3
Jigsaw IV Cooperative Learning Strategy: Closing the Gender and School Type Gaps in Physics Achievement of Senior Secondary two Students,0.0,1.0,2,0,2,0,1,Jigsaw IV Cooperative Learning Strategy: Closing the Gender and School Type Gaps in Physics Achievement of Senior Secondary two Students,2021,2,2
Job Burnout in Public Accounting: Understanding Gender Differences,0.5,0.5,2,1,1,1,1,Job Burnout in Public Accounting: Understanding Gender Differences,2012,2,2
"Job Characteristics, Gender Sorting, and Gender Pay Gap: Evidence from Online Job Postings",0.5,0.5,2,1,1,1,1,"Job Characteristics, Gender Sorting, and Gender Pay Gap: Evidence from Online Job Postings",2022,2,2
Job Insecurity and Turnover Intentions: Gender Differences and the Mediating Role of Work Engagement,1.0,0.0,4,4,0,1,0,Job Insecurity and Turnover Intentions: Gender Differences and the Mediating Role of Work Engagement,2016,4,4
Job Prospects and Pay Gaps: Theory and Evidence on the Gender Gap from U.S. Cities,0.0,1.0,2,0,2,0,1,Job Prospects and Pay Gaps: Theory and Evidence on the Gender Gap from U.S. Cities,2016,2,2
Job Tasks and the Gender Wage Gap Among College Graduates,0.33,0.67,3,1,2,1,1,Job Tasks and the Gender Wage Gap Among College Graduates,2018,3,3
Job expectations of Chinese college students: re-examining gender differences,0.0,1.0,2,0,2,0,1,Job expectations of Chinese college students: re-examining gender differences,2015,2,2
"Job insecurity, workload and job exhaustion in temporary agency workers (TAWs): Gender differences",1.0,0.0,4,4,0,1,0,"Job insecurity, workload and job exhaustion in temporary agency workers (TAWs): Gender differences",2016,4,4
